Gm10031	-5.402715425	2.75E-08
Hbb-bt	-9.616439874	2.94E-08
Zfp383	-8.336331987	3.34E-08
Gm26899	2.320102535	3.41E-08
CT009757.4	5.156761467	4.39E-08
Gm44036	6.850196774	5.18E-08
Gm26786	2.47957104	5.48E-08
Stab1	2.714469094	6.19E-08
Tmem184a	-2.742839233	6.92E-08
Zfp57	-5.316151052	7.00E-08
Gm17233	4.464627861	7.02E-08
Mir142b	-2.551257067	1.02E-07
Map3k12	1.6484745	1.05E-07
Csnk2a1	-4.435501295	1.06E-07
Rps6ka3	4.327073184	1.22E-07
Gm44103	2.060262707	1.26E-07
Naa15	-3.559879269	1.56E-07
Gm43766	2.874537411	1.56E-07
AC159649.2	2.450318566	1.56E-07
Tulp2	-3.320706422	1.58E-07
Vwa7	-5.019779398	1.75E-07
Ctsz	-3.406095801	1.79E-07
Edc3	-1.875759476	1.81E-07
Gm40578	2.979074186	1.84E-07
Gm15629	3.206646151	1.92E-07
Ppt1	-1.760019282	2.03E-07
Tmem176a	4.135522201	2.03E-07
Gm14866	-8.706738323	2.15E-07
Ulk4	1.774437528	2.22E-07
Nme7	-5.057978942	2.29E-07
Dexi	3.366089949	2.63E-07
3110002H16Rik	3.143354938	2.66E-07
Rfc2	1.860002993	2.96E-07
Gm17035	2.945469958	3.84E-07
Brsk1	3.094516117	4.15E-07
C920021L13Rik	3.145808449	4.15E-07
Gm20536	3.572745036	4.67E-07
Sphk2	2.367720114	4.78E-07
Mmp28	-5.414325704	4.84E-07
Ptger1	1.608711723	5.16E-07
Gm12353	4.100442799	5.23E-07
Ubxn11	1.573433667	5.28E-07
Gm43980	2.66677824	5.40E-07
Selenop	6.470964027	6.00E-07
Ogg1	3.237310824	6.59E-07
Gm44616	8.662319823	7.42E-07
A630072L19Rik	-8.863094848	7.54E-07
Gm15262	-5.044946049	7.83E-07
Gm15856	-8.419487732	7.92E-07
Gm45464	3.040286043	8.06E-07
Gm20531	2.655929446	8.18E-07
Chid1	2.346241722	8.19E-07
Gm16731	3.255827095	1.06E-06
Hmgxb3	4.535355979	1.09E-06
Gm29434	3.225204364	1.10E-06
Bace1	2.298601528	1.18E-06
Gm12841	2.267470852	1.23E-06
Tmem132a	2.526942017	1.26E-06
Slc6a20b	2.104243152	1.34E-06
Crb2	3.864858139	1.34E-06
Tmem198b	3.098190297	1.43E-06
Gm26735	-3.037923717	1.43E-06
Gm40117	4.470886507	1.43E-06
mt-Tp	-2.017617848	1.67E-06
Mast4	2.13568235	1.69E-06
Gm26728	2.830112464	1.73E-06
Scpep1os	3.48339185	2.07E-06
Gm37335	-1.996743234	2.18E-06
1700037C18Rik	2.007399963	2.32E-06
Gm46430	-5.72456229	2.57E-06
Amigo3	-2.821756525	2.61E-06
Gm42846	1.966960019	2.61E-06
Gng13	-2.953962488	2.76E-06
Gm26964	3.299186712	2.85E-06
Gm44238	-3.104873277	2.85E-06
Heatr1	3.538381981	2.87E-06
Gm45449	6.207919388	2.93E-06
Gm37787	7.993694796	2.97E-06
Htra2	2.276378959	3.74E-06
Gm17552	-6.367989945	4.06E-06
Mfsd12	-4.036679029	4.28E-06
Cox15	3.907596401	4.55E-06
Gm27520	8.247526742	4.63E-06
Gm20496	2.384051056	4.74E-06
Gm10575	2.873993472	4.91E-06
Grn	4.795599022	5.15E-06
Olfr164	-6.305338845	5.16E-06
Gm15816	-6.969438354	5.20E-06
Gm10584	-8.43305071	5.20E-06
Apoe	8.235168881	5.45E-06
Gm26533	3.089722762	5.45E-06
Eral1	-6.863107501	5.54E-06
Gm28438	-8.45082194	5.90E-06
Gm28913	4.578346179	6.12E-06
Gm29477	-5.110111389	6.67E-06
C530008M17Rik	-4.893975658	7.33E-06
Gm26648	2.00038043	7.38E-06
B2m	6.040097326	7.43E-06
Pnp	-5.552326175	7.45E-06
Gm28417	2.435567107	7.62E-06
Pigf	4.28855097	8.43E-06
Gabrp	-6.232732569	8.44E-06
Atpif1	-5.543748389	8.58E-06
1110046J04Rik	3.724845102	8.85E-06
Cadm3	-5.526049091	9.14E-06
Marcks	4.813583599	1.00E-05
Zeb2os	2.867024229	1.01E-05
Mfsd3	-3.398762687	1.03E-05
Ttpal	3.014660447	1.08E-05
Pcbp2	3.551805492	1.09E-05
Ap3m1	-1.566399673	1.16E-05
Tctn1	1.780104578	1.20E-05
Phtf1os	2.388133454	1.21E-05
Iars2	2.701058534	1.29E-05
Cd74	7.987034038	1.38E-05
Gm17344	1.986099144	1.49E-05
Gm11662	-8.202006218	1.49E-05
Gm26522	3.933613174	1.53E-05
Fam84a	-4.554752736	1.56E-05
Gm20463	2.523078711	1.68E-05
Rab11fip1	-5.029161629	1.70E-05
Nkiras1	2.863988341	1.81E-05
AC160138.1	5.155544985	1.83E-05
Gm44949	3.232811143	2.13E-05
Gm20490	-3.72090189	2.15E-05
Gm16278	-2.063175465	2.28E-05
Nrd1	3.027007079	2.67E-05
Tuba4a	-2.599831455	2.74E-05
Lpcat3	-2.613184763	2.87E-05
Degs2	1.933941747	3.01E-05
Cd163	2.707708287	3.13E-05
Gm45205	2.503617788	3.13E-05
Chchd10	-8.033229505	3.72E-05
mt-Tm	-4.403967414	3.73E-05
Gm26780	4.124272912	3.75E-05
Cerkl	1.919278412	3.84E-05
Plekhh1	3.8145611	3.86E-05
Gm44861	-8.064501063	4.01E-05
Glp2r	5.11048901	4.18E-05
Trnt1	3.121658707	4.28E-05
Polg2	2.944693678	4.29E-05
Gm43118	2.144571014	4.54E-05
Plscr3	-7.944920942	4.81E-05
Hcn3	-4.452118604	5.09E-05
Gm39214	3.370384698	5.23E-05
Tmem116	2.515878108	5.47E-05
Slc43a2	3.295496525	5.47E-05
Hbp1	2.53403657	5.49E-05
Mterf4	-4.866813595	5.63E-05
Psap	5.043525668	5.69E-05
Gm44089	-7.966453539	5.70E-05
Pdzd8	-4.039572441	5.72E-05
Abi2	4.302506012	6.18E-05
Jph3	-3.114502961	6.29E-05
Fbxl2	-1.585126899	6.52E-05
Gm17122	1.672616494	6.52E-05
Rpgrip1	-1.57781443	6.76E-05
Fam57b	4.282421402	6.85E-05
Ccdc39	2.58681441	6.87E-05
Gm45606	2.944687377	7.13E-05
Gm26790	-5.853508074	7.30E-05
Myom1	7.579692335	7.68E-05
Iah1	3.278719958	7.99E-05
8430408G22Rik	4.377381947	8.29E-05
Malat1	2.557268857	8.29E-05
Phox2a	4.010801627	8.40E-05
Guf1	3.231098427	8.61E-05
Elmo3	-2.335754207	8.71E-05
Sssca1	-5.281086695	9.15E-05
Serinc4	1.805336074	0.000107496
Gm45706	-5.824495209	0.00010821
Gm17147	7.015999164	0.00011385
Hddc3	2.397330597	0.000116888
Gm16201	3.416038289	0.000121285
B3gnt8	1.575186045	0.000123837
Gm45774	-5.392001221	0.000132019
Sla2	1.439252619	0.000133703
Paqr4	-1.830125688	0.000136061
Musk	-7.722880997	0.000136628
Zranb1	2.400416779	0.000143695
Tsnaxip1	-3.979687723	0.000145387
Hbb-bs	-7.17025709	0.000147409
Gm42457	2.964607063	0.000152845
Usp9y	-7.117961806	0.000161097
Fxyd5	4.512828121	0.000169217
M1ap	7.383607217	0.000171748
Gm17120	-7.691326403	0.000172197
Gm43791	-2.961413531	0.000173521
Fastk	3.074879032	0.00017551
Gm15609	-7.727204092	0.00017551
Gm26527	1.820433478	0.00017551
Gm37612	-4.216733072	0.00017551
Tex9	-2.796805936	0.000177719
Gm44951	-7.063690748	0.000177719
0610039K10Rik	2.51474888	0.000178525
Il18bp	-1.83062752	0.00017858
mt-Tl1	-5.079140759	0.00018275
Ccl3	7.354798488	0.000185859
Surf2	2.426309323	0.000185859
Tmem255b	3.326909509	0.000192214
Gm16229	4.391405215	0.000196876
C030034L19Rik	4.86872538	0.000196876
Gm29585	2.070116978	0.000197124
Bsn	-2.220998631	0.000203822
9930014A18Rik	3.862221385	0.000204404
Rabep2	-3.603638802	0.000219506
Gm26767	2.683654833	0.000224253
Shmt1	3.307131779	0.00022527
Fam60a	-4.641140802	0.000227751
Ero1lb	4.076425077	0.000228365
Tnfsf13os	6.799309649	0.000232035
Lgals3	5.421706369	0.00025039
Gm37885	2.499660575	0.00025205
Fndc9	-4.069913082	0.000260281
Gm10612	-4.195940136	0.000279811
4930528J11Rik	3.57487145	0.000281256
Gm5577	3.408350314	0.000285826
Fam32a	-3.5209909	0.000288859
Vsig2	-5.61377577	0.000293081
Gm20548	3.118653262	0.000294675
4732487G21Rik	1.998040432	0.000294675
Kirrel	-4.164528646	0.000298901
Mylk3	-7.510563571	0.000299341
Nfix	-1.685502933	0.0003016
Gm43937	-6.93271866	0.000303638
Lrrc47	-6.887173836	0.000308838
C530050E15Rik	-5.193935739	0.000314894
Gm43963	3.426019925	0.000316292
Irak4	3.440642294	0.000317175
AC142113.1	-6.913447527	0.00032048
Gm37376	1.047370346	0.000338273
Tesk1	1.207085457	0.000344347
D7Ertd443e	-4.296302231	0.000344347
Fam105a	7.198674985	0.000344347
Gm4673	1.823174918	0.000344347
Vil1	-3.899747913	0.000349032
Cntd1	-1.329214835	0.000357111
Adgre5	-2.689745436	0.000394782
Gm26733	2.291193799	0.000406314
Asb17	-7.505069069	0.000413478
4933439C10Rik	3.840529196	0.000415152
Ubl5	2.640204961	0.000418881
Gm17705	6.63559445	0.000418881
Gm29233	2.570313708	0.000418881
Rnd2	3.887894517	0.000421341
Capn7	3.277469075	0.000443152
Gm28959	2.164498016	0.000443152
Gm16907	2.838794992	0.000446143
Gm17134	-1.736166093	0.00045349
4931431C16Rik	3.673386034	0.000456002
Maf	2.789638856	0.000468699
Vps54	-3.026187761	0.000472547
Gm44649	2.270993581	0.000496568
Gm26688	7.146520234	0.000523353
Gm16892	2.604394774	0.000531699
Mfsd9	-5.036717878	0.000547251
Zfp341	-7.391730444	0.000547251
Katnb1	2.814421411	0.000554724
Dgkq	2.674435631	0.000557064
Thyn1	2.827371552	0.00059122
Gtf2ird2	1.513099023	0.000600092
Gm20650	2.97275266	0.000613151
Dhtkd1	-5.425613529	0.000632195
Ctss	6.484323329	0.000658744
Tmsb4x	4.194241514	0.000659658
Gm26577	-5.451452213	0.000672065
Rrbp1	1.960029141	0.000698069
Metap2	-3.838553957	0.000698069
Baiap2l1	6.461517509	0.000711264
Brca2	3.018066886	0.000721653
Slc16a1	-4.8228244	0.000727948
Lipa	6.970084098	0.000788008
Ccdc115	-4.192101161	0.000789454
Gm11175	1.634355102	0.000789454
Orc3	2.726480267	0.000822739
9430053O09Rik	6.952956318	0.000850649
Gm11699	6.963436188	0.000873171
4732471J01Rik	2.798615333	0.000886653
Gm9752	1.738780264	0.000938722
Tcte1	-7.244046737	0.000982453
Cox20	1.860984636	0.000992744
Agbl5	1.401500543	0.000992744
Cog5	1.263803049	0.001042191
Junb	-2.033206651	0.001050517
Serpinb6a	2.577909489	0.00107538
Gm26518	1.51981277	0.001076264
Trmt2a	-1.664567952	0.001076777
Acd	-6.21189525	0.001077108
Rhof	-2.708320057	0.001082315
Tbrg1	3.074050826	0.001083627
Fer1l5	2.73596731	0.00108796
mt-Nd6	-1.101671474	0.001094114
Tep1	2.755644243	0.001101088
Maml3	-3.890557334	0.001101088
Olfr420	-7.242409316	0.001122225
Gm27786	-7.201598671	0.001176271
mt-Tq	-2.067229741	0.001188792
Slc6a6	4.089686719	0.00121
Nelfcd	1.445053719	0.0012336
Gm40634	-7.139955323	0.001272659
Tor1aip2	2.095251637	0.00130824
Caprin2	-3.637862697	0.001330025
Pltp	1.376446117	0.00133415
Dnajc14	1.784250051	0.001387124
Fam219aos	3.041227582	0.001412148
Emp3	6.903992838	0.001417955
Ube2k	-3.891405667	0.00142492
AC122317.2	6.835479768	0.001428161
Gm44170	1.418842137	0.001452466
Chmp4c	5.043709525	0.001490729
Ltbp1	-5.32829829	0.001496451
B4galt5	-4.731341005	0.001496451
Gm11723	-7.097068324	0.001496451
AC123830.1	1.853900756	0.001496451
Rec114	1.910460929	0.001523466
AC132852.1	-5.362030754	0.001523466
Stard5	1.701843348	0.00152583
Gm17133	6.767847106	0.001595829
Wdr12	-3.527272677	0.001597057
Gm14493	2.145809545	0.001608104
Rccd1	-1.36091422	0.001625693
Ptov1	-2.116512591	0.001649383
Gm15283	2.811755356	0.001650802
Ctsb	3.098958853	0.001654897
Gm11724	-4.086325437	0.001672834
AC164426.2	1.654020596	0.001675584
Rarres2	2.190210266	0.001685988
6330537M06Rik	2.35840923	0.001685988
Aktip	1.877574911	0.001717973
Gm15956	6.74121828	0.001740983
Abhd1	-1.545354124	0.001770994
Ikbkg	3.482463429	0.001875196
A230087F16Rik	1.734955162	0.001875196
Car2	-4.337998189	0.001878431
Supt16	-2.854714608	0.001893177
Gm44291	-6.360337353	0.001916517
Snapin	-2.178926186	0.001921618
Gm37581	-6.348434991	0.001980543
Vps37b	-5.167571376	0.002015512
Gnal	-1.365757267	0.002020801
Pdzd9	1.610649793	0.002038941
4930565N06Rik	6.121503433	0.00205087
9330102E08Rik	6.157427752	0.002069955
CT030159.2	3.148947815	0.00207941
Taf10	1.151602126	0.002101372
Perm1	2.694213054	0.002119386
Cul9	3.542843881	0.002144322
Gm10653	2.691458539	0.002169441
Gm26723	1.894315748	0.002181028
Gm4524	-7.070108952	0.00218697
Olfr1271	-5.144516745	0.002194876
Gm13966	6.68402544	0.002194876
mt-Rnr2	-1.346168616	0.002238067
Pdap1	1.880716302	0.002239048
Setd1b	-2.114276549	0.002373343
Kcnrg	3.142865163	0.002374402
Ptpmt1	2.13198183	0.002374402
Hmox2	3.725307401	0.002374929
Ermp1	6.641898976	0.002449881
Fam208b	3.161242936	0.002465957
Riox2	2.847066076	0.002497399
Rap2b	3.236947356	0.002497399
A230005M16Rik	2.616872245	0.002497399
Rnf146	1.835810859	0.002511942
E530011L22Rik	1.230408925	0.002535037
Mycbp	2.691042108	0.00256817
Acsl4	-4.548126585	0.002717523
Gm16206	3.923934672	0.002717523
Gm11521	-6.243705589	0.002717523
Gm11946	-2.293704728	0.002717523
Gm42939	-6.227974613	0.002738642
Eml6	4.884447887	0.00275874
AC163623.2	-3.022686084	0.002773133
Trim2	-3.502954047	0.002787561
Frmd4b	-3.949605784	0.002878691
Naa38	-6.90205035	0.002912668
Ebf1	-4.244803958	0.00297594
Srpk2	1.40284214	0.00297594
Gm12216	-6.911527274	0.00303204
Gm26770	-1.477127513	0.003035106
Mpeg1	4.820968633	0.00304619
Gm17114	-6.92942375	0.003047768
S100a8	-6.971319351	0.003070239
App	4.038310319	0.00309467
AC238811.1	6.56590782	0.003115949
Gm26590	2.316604163	0.003131739
CT030159.3	2.379691006	0.003131739
Foxred2	-5.204336518	0.003191742
Cep68	3.15838594	0.00322808
Mrpl27	6.551098535	0.003228519
Psmc3ip	2.394994255	0.003263405
2010016I18Rik	-6.184928467	0.003275161
Gm42413	2.16687008	0.003306151
Gm15265	2.57179308	0.003340832
Spata1	3.971853037	0.003411997
Fth1	5.942800798	0.003490246
Zfp276	-2.189680966	0.003496301
Gm45278	-6.857885535	0.003567083
Exosc2	-3.299566242	0.003594264
Gm12404	3.021163427	0.003594264
Atl1	1.547102316	0.003668338
AC124433.1	4.773069535	0.003668338
Usp38	6.512027016	0.003704838
Cebpd	2.409451365	0.003704841
Eif4enif1	-2.692778085	0.003707154
Pde8b	3.434406381	0.003842737
Fam166b	6.493918242	0.003879877
Gm26566	2.609445641	0.003926499
4930517J16Rik	-6.831553564	0.003926499
5430405H02Rik	-6.103938669	0.003983028
Atp5e	-3.71336041	0.004027201
Pdss1	2.793728948	0.004027201
Gm29439	-2.694468146	0.004027201
Gm44560	2.413790961	0.004033282
Gm12316	1.991146438	0.004060659
Gm26825	-2.637815252	0.004060659
Cast	1.951152605	0.004095653
Gm43106	6.498407316	0.004141464
Fam227b	3.236203565	0.004202634
Ppm1g	-3.562392598	0.004279147
Bri3	6.458862242	0.004342693
Gm11192	3.579077937	0.004342693
Ctnna3	-3.410826361	0.004390112
Gm20457	6.456055561	0.00441005
Bcl2	-5.025403513	0.004434817
Gm44317	3.055419655	0.004456069
Aste1	1.865857331	0.004537238
Ptprc	6.442902477	0.004558659
AC238811.3	6.490117109	0.00458716
Copg2	-5.022928322	0.004656832
Ripor1	-3.374112926	0.004791884
Gm26631	1.139546698	0.00493937
Kidins220	-3.649302744	0.004966749
Prr15l	-3.530231342	0.004968004
Echdc1	1.31462261	0.004968055
Lcp1	6.41525891	0.004984189
Gm43903	-6.740695249	0.004984189
Gm45091	6.42292354	0.004984189
Phf10	4.681786781	0.00505817
Lpl	2.414568505	0.005094093
Gm45371	2.914279133	0.005094093
Mettl3	2.557951006	0.005199183
Trim38	-4.17536804	0.005199183
Acta1	-6.72650658	0.005247361
Slc43a1	-4.947372176	0.005254252
1500002C15Rik	1.520467757	0.005269499
5730488B01Rik	-6.007054666	0.0054039
Csf2ra	4.254068995	0.005496107
CT025689.6	6.378212651	0.005547135
Cdc37l1	3.098857996	0.005663291
Mir130c	6.37227557	0.005671774
Gm6649	4.105358688	0.005671774
Sphk1	-4.902146883	0.005717398
Gpha2	-3.033843142	0.0057582
Nol7	2.498973799	0.00576224
Celf3	2.856780135	0.006049866
Kif3c	2.415969994	0.00610847
Tug1	-2.659386855	0.006180956
Gm9754	1.713539302	0.006375461
Masp2	1.579201468	0.006411546
Fam69a	1.511761127	0.006581418
Slc29a2	-6.760578249	0.006726692
Gm12036	6.316683057	0.006782773
Gm26674	3.752109432	0.006834692
Ksr2	-3.905520135	0.006865689
Gm26596	3.151157204	0.006865689
4833407H14Rik	-3.660853036	0.006865689
Adgre1	6.310487223	0.006910485
A930016O22Rik	-4.129348978	0.006910485
Gm13066	2.604699604	0.006941112
Tyrobp	5.722301292	0.006962052
Ngp	-6.708335917	0.007034449
Gm42722	-4.872954267	0.007050045
Acp4	-3.035952311	0.007119324
Dnaaf1	-1.764562426	0.00739333
CT030181.1	6.286484306	0.007407116
Gm28322	-6.609311957	0.007631267
Dnajc19	2.199384635	0.007719679
4732414G09Rik	-5.909509652	0.007719679
Ahnak	3.70796096	0.007816104
Psd	2.174928019	0.007857057
Gen1	-3.72231384	0.007890775
Gnai2	5.663777609	0.007928874
Lrsam1	3.494811069	0.007964468
Svep1	-4.315300046	0.008011819
Gm26694	-1.458276911	0.008030964
Entpd1	3.13170127	0.008054095
Slfn5os	5.372326785	0.008083804
Casc1	-1.243136514	0.008116601
Tmod1	1.417666844	0.008158948
Pitpna	2.935854785	0.008192407
Morn3	-3.076595539	0.008192407
1700022I11Rik	1.767531987	0.008542031
Bccip	4.015487451	0.008747895
C3ar1	5.601531745	0.008747895
Pabpc4l	-6.169624652	0.008761889
Fntb	-6.55096452	0.009104426
Gm12352	1.985072104	0.009104426
AC138284.5	5.60287679	0.009205456
Gm45416	-6.546937102	0.00922536
Eif4a2	-2.211660916	0.00923038
Gm12462	-6.563010617	0.00923038
Tfap2a	-5.808681646	0.009264818
Poc1a	-4.343128207	0.009264818
Gm26541	1.125721662	0.009264818
Tie1	-3.833931869	0.009316712
Gm37529	-5.820765364	0.009333795
Gm42848	5.575789634	0.009377448
Gm10773	-4.046103724	0.009439945
Rnf150	6.20754386	0.009489624
Syngr2	-3.716314153	0.009577337
Pdcd11	2.307944212	0.009639838
Gm20110	-5.801141919	0.009660021
Pilra	-2.364718441	0.009733229
Gm45411	4.525846919	0.009767751
4930481A15Rik	-1.69223867	0.010070723
Gm26819	1.32642419	0.010070723
Vti1b	-4.002093345	0.01007571
Erc1	-3.364595629	0.010101791
4921511I17Rik	5.534482625	0.010190105
9330160F10Rik	2.412334299	0.010328344
Car14	3.263099068	0.010366479
Mmp24	1.471103991	0.01041007
Gm37788	-6.530621885	0.010780738
Rbl2	4.439266818	0.010896219
Sdc3	6.168096131	0.010898757
Gm4651	-4.233485652	0.01114942
Gm43198	6.145083716	0.011285224
Cln3	1.415522131	0.011408879
Olfr543	-6.498571571	0.011451267
Gm13008	1.758511187	0.011481962
Gm45507	4.421012801	0.011661952
Gm19710	1.378309655	0.011686124
Gm17638	1.322227957	0.01169719
Mybbp1a	-4.304650172	0.01182973
Gm28914	2.743216385	0.011835033
Rab10os	1.631707983	0.011835067
Limd2	1.321700708	0.011839053
Pfn2	6.132271736	0.012093133
Gm44220	-4.68992496	0.012096404
Ccdc152	5.474668152	0.012256072
Npc1	-1.471366746	0.012601454
Soat1	-2.469712641	0.012624341
Srrd	1.900093104	0.012680257
Tbc1d17	-1.925991481	0.012946658
Paqr3	1.540260377	0.013181736
Gm26883	-5.767837173	0.013269464
Thtpa	-1.491517003	0.013501638
Snx22	0.947641704	0.01367317
AC022682.1	2.409396123	0.014025072
Wdr81	-3.242987733	0.014082948
Dcun1d2	6.108743656	0.014107194
Gmpr	3.46016731	0.014191688
Psip1	2.002631301	0.014248447
Lnx1	3.542517346	0.014334525
Rad51	-1.5243335	0.014354296
Ccdc66	1.360754054	0.014367392
Slc26a1	2.255701783	0.014367392
R74862	2.249792044	0.014367392
Dhx58os	2.615095688	0.01440145
Mkrn2	0.982684445	0.014417877
Gm10645	4.449266708	0.014417877
4933400F21Rik	-2.699918252	0.01445814
Ly6g6e	-4.187803118	0.014750226
Igsf10	-2.706819945	0.014750226
1700101I11Rik	1.954252192	0.014750226
Zeb2	1.293807054	0.01487655
Ube4bos1	2.077659775	0.01487655
Gm12802	2.835386342	0.01494349
Gm16982	1.761966377	0.015062084
Gm38287	-5.653807818	0.015062084
Gm17111	2.102553802	0.015397624
Mns1	-1.884320892	0.015454583
Ntan1	1.282089217	0.01592338
Pex11g	-4.149445894	0.016198733
Slc11a1	6.025336707	0.016281529
Bach2os	-5.598542617	0.016480926
Gm26798	-1.852588409	0.016480926
Gm42912	-6.391056795	0.016608588
4931431B13Rik	-5.59002083	0.016740768
Ncapg	2.971782151	0.01678073
Sqle	2.996026436	0.016922436
Olfr355	-6.341784789	0.016922436
Gm32281	-6.346430981	0.016922436
Fam149b	-2.746463104	0.017005047
Sh3bgrl	4.301216634	0.017190934
Gm20680	3.280251358	0.017190934
Ccdc97	-2.246210279	0.017407833
Itgam	5.322867645	0.017482615
Slitrk5	-6.355723648	0.017482615
Fbxl22	-1.174878196	0.017482615
Gm20163	-4.665603436	0.017497632
Ccnd1	2.956741428	0.017783532
Trim13	5.988296933	0.0178346
Map3k15	1.379504951	0.017854399
Gm46136	-6.327760033	0.017989105
Sp2	-3.596274167	0.018077559
Gm10800	1.286871548	0.018077559
